序号,系统编码,标签版本,是否当前版本,适用文书类型,医院,所属标签包,标签名称,标签CODE,标签类型,所属实体标签（仅属性标签填写）,属性列表,定义/描述,标签英文名,其他名称,来源,来源版本,来源编码,项目名称
241,LI0000118,a45ced0050188d98cd4de205bcec60db1ef06363df135c7d96a2a36bab2774d2,Yes,"入院记录,手术记录,检查",东肝,健康问题与诊断,腹水情况,ASCITES_COND,实体标签,,腹水厚度:ASCITES_THICKNESS,描述腹腔内积液的存在与否及严重程度。,Ascites Condition,,,,,【脱敏更新】东肝实践-肝癌-入院记录
242,LI0000118,a45ced0050188d98cd4de205bcec60db1ef06363df135c7d96a2a36bab2774d2,Yes,"入院记录,手术记录,检查",东肝,健康问题与诊断,腹水情况,ASCITES_COND,实体标签,,,描述腹腔内积液的存在与否及严重程度。,Ascites Condition,,,,,【脱敏更新】东肝实践-肝癌-手术记录
243,LI0000119,059477f619f31375004a77eafd77f3c23a168023494825274cfc232b47127c8d,Yes,"入院记录,检查",东肝,健康问题与诊断,腹水厚度,ASCITES_THICKNESS,属性标签,腹水情况,,通过影像学检查测量得到的腹水层厚度值。,Ascites Thickness,,,,,【更新】东肝实践-肝癌-检查
244,LI0000119,059477f619f31375004a77eafd77f3c23a168023494825274cfc232b47127c8d,Yes,"入院记录,检查",东肝,健康问题与诊断,腹水厚度,ASCITES_THICKNESS,属性标签,腹水情况,,通过影像学检查测量得到的腹水层厚度值。,Ascites Thickness,,,,,【脱敏更新】东肝实践-肝癌-入院记录
245,LI0000120,3b8eeef0bd46ef5e92cf15a975c041c40244050e07b6580b99cd23fdb27f898b,Yes,"日常病程,入院记录,手术记录,检查",东肝,健康问题与诊断,静脉曲张标志,VARICES_IND,实体标签,,静脉曲张部位:VARICES_LOC;静脉曲张程度:VARICES_SEVERITY,标识是否存在某些部位胃底静脉曲张的情况。,Varices Indicator,腹壁静脉曲张标志,,,,【更新】东肝实践-肝癌-检查
246,LI0000120,3b8eeef0bd46ef5e92cf15a975c041c40244050e07b6580b99cd23fdb27f898b,Yes,"日常病程,入院记录,手术记录,检查",东肝,健康问题与诊断,静脉曲张标志,VARICES_IND,实体标签,,静脉曲张部位:VARICES_LOC,标识是否存在某些部位胃底静脉曲张的情况。,Varices Indicator,腹壁静脉曲张标志,,,,【脱敏更新】东肝实践-肝癌-入院记录
247,LI0000120,3b8eeef0bd46ef5e92cf15a975c041c40244050e07b6580b99cd23fdb27f898b,Yes,"日常病程,入院记录,手术记录,检查",东肝,健康问题与诊断,静脉曲张标志,VARICES_IND,实体标签,,静脉曲张部位:VARICES_LOC;静脉曲张程度:VARICES_SEVERITY;检查方式:EXAM_METHOD,标识是否存在某些部位胃底静脉曲张的情况。,Varices Indicator,腹壁静脉曲张标志,,,,【脱敏更新】东肝实践-肝癌-日常病程
248,LI0000120,3b8eeef0bd46ef5e92cf15a975c041c40244050e07b6580b99cd23fdb27f898b,Yes,"日常病程,入院记录,手术记录,检查",东肝,健康问题与诊断,静脉曲张标志,VARICES_IND,实体标签,,静脉曲张部位:VARICES_LOC;静脉曲张程度:VARICES_SEVERITY,标识是否存在某些部位胃底静脉曲张的情况。,Varices Indicator,腹壁静脉曲张标志,,,,【脱敏更新】东肝实践-肝癌-手术记录
258,LI0000128,40531f162e1e7a93888d4cfef8a80ebd52dca8548f9969255dbc7083a4529d90,Yes,"影像检查,专科检查,病理诊断,手术记录,病理检查","东肝,九院",解剖与病理信息,淋巴结侵犯部位,LN_INVOLVED_SITE,实体标签,,阳性淋巴结个数:LN_POS_COUNT,记录被癌症细胞侵袭的淋巴结数目。,Site of Lymph Node Involvement,,,,,【更新】东肝实践-肝癌-病理诊断
262,LI0000128,40531f162e1e7a93888d4cfef8a80ebd52dca8548f9969255dbc7083a4529d90,Yes,"影像检查,专科检查,病理诊断,手术记录,病理检查","东肝,九院",解剖与病理信息,淋巴结侵犯部位,LN_INVOLVED_SITE,属性标签,淋巴结侵犯标志,,记录被癌症细胞侵袭的淋巴结数目。,Site of Lymph Node Involvement,,,,,【脱敏更新】东肝实践-肝癌-手术记录
263,LI0000129,aba16a1355f422096731ac2dc6b1613b4e627bfb1a2a55030d394303e788f696,Yes,检查,东肝,解剖与病理信息,淋巴结转移标志,LN_METASTASIS_IND,实体标签,,淋巴结转移部位:LN_METASTASIS_SITE,标识是否存在淋巴结转移。,Lymph Node Metastasis Indicator,,,,,【更新】东肝实践-肝癌-检查
266,LI0000130,ceb1c9945b5de4014e4b08b2de08f872c01b958366287da0586e30e7102f08cd,Yes,"影像检查,专科检查,检查","东肝,九院",解剖与病理信息,淋巴结转移部位,LN_METASTASIS_SITE,属性标签,淋巴结转移标志,,描述淋巴结转移的具体部位。,Site of Lymph Node Metastasis,阳性淋巴结区域,,,,【更新】东肝实践-肝癌-检查
267,LI0000131,4f0d9b4f1105b93bc135c6d0d8ba861ec661f93de132eed84875eab38caa7c2a,Yes,"影像检查,专科检查,手术记录,病理检查","东肝,九院",解剖与病理信息,淋巴结侵犯标志,LN_INVOLVEMENT_IND,实体标签,,淋巴结侵犯部位:LN_INVOLVED_SITE;淋巴结清扫:LN_DISSECTION;淋巴结清扫范围:LN_DISSEC_EXTENT;淋巴结清扫数目:LN_HARVESTED_COUNT,标识手术记录中是否发现了淋巴结侵犯,Lymph Node Involvement Indicator,,,,,【脱敏更新】东肝实践-肝癌-手术记录
273,LI0000132,d52ff747a61c3cfd9bc13121ec8538be61b5c923699f1e09e894170db9bbdd53,Yes,手术记录,"东肝,九院",解剖与病理信息,淋巴结清扫,LN_DISSECTION,属性标签,淋巴结侵犯标志,,手术中对淋巴结实施的操作，如：切除，清扫等,Lymph Node Dissection,移除处理,,,,【脱敏更新】东肝实践-肝癌-手术记录
276,LI0000133,255911e1f5321aae36d35751ebe2f6f37384383e9114e366113fb345e5dd6d3c,Yes,"手术记录,病理检查","东肝,九院",解剖与病理信息,淋巴结清扫范围,LN_DISSEC_EXTENT,属性标签,淋巴结侵犯标志,,手术中清扫淋巴结的范围，如：胆囊旁、胆总管旁、肝动脉旁、肝总动脉旁、胰头后、胃左动脉、肝十二指肠韧带等,Extent of Lymph Node Dissection,"淋巴结清扫区域, 处理对象及所在部位",,,,【脱敏更新】东肝实践-肝癌-手术记录
278,LI0000134,9bace2bbe100b537b35d080de466b938f8685ae9c12257104b4dc11b91b60fd2,Yes,手术记录,东肝,解剖与病理信息,淋巴结清扫数目,LN_HARVESTED_COUNT,属性标签,淋巴结侵犯标志,,手术中清扫的淋巴结数量，通常以具体数字表示。,Number of Lymph Nodes Harvested,,,,,【脱敏更新】东肝实践-肝癌-手术记录
279,LI0000135,47808c96a359399b3fc6292bacfa4e220411d99b31661d1f094826d9b02f77f7,Yes,"影像检查,专科检查,病理诊断,病理检查","东肝,九院",解剖与病理信息,阳性淋巴结个数,LN_POS_COUNT,属性标签,淋巴结侵犯部位,,记录检测到的阳性淋巴结数量。,Number of Positive Lymph Nodes,"阳性LN数量,淋巴结转移阳性数",,,,【更新】东肝实践-肝癌-病理诊断
283,LI0000136,0466b9f1f8a28d61c0b7a848a87183163f5ea3df4c12c276fc8fa8f7703529c8,Yes,检查,东肝,解剖与病理信息,脾脏大小长径,SP_LEN_DIA,实体标签,,,测量脾脏大小的长径尺寸。,Spleen Length Diameter,,,,,【更新】东肝实践-肝癌-检查
284,LI0000137,991c4374d07e6c0a9d59048e43d06cc98302354651f6abb7fb262a6304db23f9,Yes,检查,东肝,解剖与病理信息,脾门厚度,SP_THICKNESS,实体标签,,,测量脾门的厚度尺寸。,Splenic Portal Thickness,,,,,【更新】东肝实践-肝癌-检查
285,LI0000138,2e93bb8fd1bb372bb81d1628b451b67a10d1fe45ec31e8b4b7321a35e00a7bb1,Yes,手术记录,东肝,解剖与病理信息,胆管分支,BD_BRANCHES,属性标签,胆管癌栓标志,,"描述胆管癌栓所在的胆管分支（无,左支,右支,主干）",Bile Duct Branches,,,,,【脱敏更新】东肝实践-肝癌-手术记录
286,LI0000139,6bbcedbbd022e392cb4aad75134d6309a8c5484e08cf6675274b22ffcc85e9d1,Yes,"手术记录,检查",东肝,解剖与病理信息,血管部位,VASC_LOC,属性标签,血管癌栓标志,,描述血管癌栓发生的具体部位，包括门脉、肝静脉、腔静脉癌栓,Vascular Location,,,,,【更新】东肝实践-肝癌-检查
287,LI0000139,6bbcedbbd022e392cb4aad75134d6309a8c5484e08cf6675274b22ffcc85e9d1,Yes,"手术记录,检查",东肝,解剖与病理信息,血管部位,VASC_LOC,属性标签,血管癌栓标志,,描述血管癌栓发生的具体部位，包括门脉、肝静脉、腔静脉癌栓,Vascular Location,,,,,【脱敏更新】东肝实践-肝癌-手术记录
288,LI0000140,90cf935ffb2dde3441343ea289af0d0967df513f7141f1dd562cb7c6201f6473,Yes,"手术记录,检查",东肝,解剖与病理信息,血管分支,VASC_BRANCHES,属性标签,血管癌栓标志,,"指明血管癌栓所在的血管分支（左支,右支,主干,未描述）",Vascular Branches,,,,,【更新】东肝实践-肝癌-检查
289,LI0000140,90cf935ffb2dde3441343ea289af0d0967df513f7141f1dd562cb7c6201f6473,Yes,"手术记录,检查",东肝,解剖与病理信息,血管分支,VASC_BRANCHES,属性标签,血管癌栓标志,,"指明血管癌栓所在的血管分支（左支,右支,主干,未描述）",Vascular Branches,,,,,【脱敏更新】东肝实践-肝癌-手术记录
290,LI0000141,39b070fcc0c1fb8047eb21dd9f9656bd23abaa98d2994804dabcb9b77bb81469,Yes,"手术记录,检查",东肝,解剖与病理信息,肝叶,LIV_LOBE,属性标签,主要病变,,"指明肿瘤所在的肝脏具体叶（左外叶,左内叶,右前叶,右后叶,尾状叶）",Liver Lobe,,,,,【更新】东肝实践-肝癌-检查
291,LI0000141,39b070fcc0c1fb8047eb21dd9f9656bd23abaa98d2994804dabcb9b77bb81469,Yes,"手术记录,检查",东肝,解剖与病理信息,肝叶,LIV_LOBE,属性标签,主要病变,,"指明肿瘤所在的肝脏具体叶（左外叶,左内叶,右前叶,右后叶,尾状叶）",Liver Lobe,,,,,【脱敏更新】东肝实践-肝癌-手术记录
292,LI0000142,e2841e02a102467c03394ee1d31ade63f42d8a2b0cc6253bf56b46edfe8d79ab,Yes,"病理诊断,入院记录,手术记录,检查",东肝,解剖与病理信息,肝段,ANAT_LIV_SEG,属性标签,标本来源,,病变位于肝脏的具体部位（依据Couinaud分段法，分为1-8段）。,Anatomical Liver Segment,,,,,【更新】东肝实践-肝癌-病理诊断
293,LI0000142,e2841e02a102467c03394ee1d31ade63f42d8a2b0cc6253bf56b46edfe8d79ab,Yes,"病理诊断,入院记录,手术记录,检查",东肝,解剖与病理信息,肝段,ANAT_LIV_SEG,属性标签,主要病变,,病变位于肝脏的具体部位（依据Couinaud分段法，分为1-8段）。,Anatomical Liver Segment,,,,,【更新】东肝实践-肝癌-检查
294,LI0000142,e2841e02a102467c03394ee1d31ade63f42d8a2b0cc6253bf56b46edfe8d79ab,Yes,"病理诊断,入院记录,手术记录,检查",东肝,解剖与病理信息,肝段,ANAT_LIV_SEG,属性标签,辅助检查类型,,病变位于肝脏的具体部位（依据Couinaud分段法，分为1-8段）。,Anatomical Liver Segment,,,,,【脱敏更新】东肝实践-肝癌-入院记录
295,LI0000142,e2841e02a102467c03394ee1d31ade63f42d8a2b0cc6253bf56b46edfe8d79ab,Yes,"病理诊断,入院记录,手术记录,检查",东肝,解剖与病理信息,肝段,ANAT_LIV_SEG,属性标签,主要病变,,病变位于肝脏的具体部位（依据Couinaud分段法，分为1-8段）。,Anatomical Liver Segment,,,,,【脱敏更新】东肝实践-肝癌-手术记录
296,LI0000143,26f30868f86a2bc7f94d21e6f61050fc2feaa93dd9ffdf021bf0d20694f75950,Yes,介入治疗,东肝,治疗与操作,肿瘤染色标志,TSI,实体标签,,TAE术肿瘤范围:TAE_RANGE;TAE术肿瘤个数:TAE_TUMOR_COUNT,用于标识在TAE（经动脉栓塞化疗）过程中肿瘤是否染色以及染色的特征。,Tumor Staining Indicator,,,,,东肝实践-肝癌-介入治疗
297,LI0000144,28d96a73b2bca98a7a2b2b5ed6f330d2a5c1eb3bbbea734f6a0bed3ef4b21205,Yes,介入治疗,东肝,治疗与操作,TAE术肿瘤范围,TAE_RANGE,属性标签,肿瘤染色标志,,描述TAE术中肿瘤染色涉及的肝脏区域范围，如左侧、右侧或弥漫性。,TAE Tumor Range,,,,,东肝实践-肝癌-介入治疗
298,LI0000145,02bdc6f65a237e6dc6a1d6b94fec8f54beeeddedf589bd4c08d85bc96d28528b,Yes,介入治疗,东肝,治疗与操作,TAE术肿瘤个数,TAE_TUMOR_COUNT,属性标签,肿瘤染色标志,,统计TAE术中发现的肿瘤块状或结节状染色的数量。,Number of Tumors in TAE,,,,,东肝实践-肝癌-介入治疗
301,LI0000148,f7e3ead5b6b20b15b47e80b6964f3e8c8f2b31a073b3301a4dfb8ae2517eda4a,Yes,手术记录,东肝,治疗与操作,手术开始时间,SST,实体标签,,,手术正式开始的时间点，通常以小时和分钟表示。,Surgery Start Time,,,,,【脱敏更新】东肝实践-肝癌-手术记录
302,LI0000149,401762b6077a17a64a5b418fd27c0003f7f01de7f7bff34d1b1cde4c18038e8c,Yes,手术记录,东肝,治疗与操作,手术结束时间,SET,实体标签,,,手术结束的时间点，通常以小时和分钟表示。,Surgery End Time,,,,,【脱敏更新】东肝实践-肝癌-手术记录
307,LI0000150,f89c067ff6a97084fd28b22f08a0a84e870c90261dda1155ab523d6bc1b2ae61,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,手术名称,SURG_NAME,实体标签,,手术日期:SURG_DURATION,手术的具体操作名称，如“右肝肿瘤切除术”“经皮肝穿刺微波热凝肝癌损毁术”等。,Surgery Name,"手术治疗, 既往口腔病灶切除史, 既往颈淋巴结清扫史",,,,【脱敏更新】东肝实践-肝癌-入院记录
308,LI0000150,f89c067ff6a97084fd28b22f08a0a84e870c90261dda1155ab523d6bc1b2ae61,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,手术名称,SURG_NAME,实体标签,,,手术的具体操作名称，如“右肝肿瘤切除术”“经皮肝穿刺微波热凝肝癌损毁术”等。,Surgery Name,"手术治疗, 既往口腔病灶切除史, 既往颈淋巴结清扫史",,,,【脱敏更新】东肝实践-肝癌-手术记录
315,LI0000151,03f007ffdd4ac9c36d9a662973eb7fdd2ea6a415159e68e25e295d3dd82f04cd,Yes,"入院记录,现病史,既往史","东肝,九院,胸科",治疗与操作,手术日期,SURG_DURATION,属性标签,手术史,,手术实施的具体日期和时间。,Duration of Surgery,"手术时间, 既往口腔病灶切除时间, 既往颈淋巴结清扫时间",,,,【脱敏更新】东肝实践-肝癌-入院记录
316,LI0000151,03f007ffdd4ac9c36d9a662973eb7fdd2ea6a415159e68e25e295d3dd82f04cd,Yes,"入院记录,现病史,既往史","东肝,九院,胸科",治疗与操作,手术日期,SURG_DURATION,属性标签,手术名称,,手术实施的具体日期和时间。,Duration of Surgery,"手术时间, 既往口腔病灶切除时间, 既往颈淋巴结清扫时间",,,,【脱敏更新】东肝实践-肝癌-入院记录
328,LI0000157,df1e5bf2b4c3fec67aeca72ae51a21390702ed14a2cda71ac35ee45a07f8a271,Yes,手术记录,东肝,治疗与操作,肝门阻断标志,HPO_IND,实体标签,,肝门阻断类型:HPO_TYPE;肝门阻断次数:HPO_COUNT;肝门阻断时间:HPO_DURATION,标识手术经过中是否进行肝门阻断,Hepatic Portal Occlusion Indicator,,,,,【脱敏更新】东肝实践-肝癌-手术记录
329,LI0000158,72a168c005cbcb291897e7baeb51865e38ddfc512cde4dc0febf66a2253633f8,Yes,手术记录,东肝,治疗与操作,肝门阻断类型,HPO_TYPE,属性标签,肝门阻断标志,,手术中实施肝门阻断的具体操作和方法,Type of Hepatic Portal Occlusion,,,,,【脱敏更新】东肝实践-肝癌-手术记录
330,LI0000159,282e68274e8b359545dee0ff0afffd2ff12616394865d7b66292f209779a4210,Yes,手术记录,东肝,治疗与操作,肝门阻断次数,HPO_COUNT,属性标签,肝门阻断标志,,手术中实施肝门阻断的次数,Number of Hepatic Portal Occlusions,,,,,【脱敏更新】东肝实践-肝癌-手术记录
331,LI0000160,5c505db468cad73458976f8f820bd9071e25ca4a9be06c3915821ed78968606c,Yes,手术记录,东肝,治疗与操作,肝门阻断时间,HPO_DURATION,属性标签,肝门阻断标志,,手术中肝门阻断的时间（可能是每次用时，也可能是总时长）,Duration of Hepatic Portal Occlusion,,,,,【脱敏更新】东肝实践-肝癌-手术记录
332,LI0000161,e7547bf43ac172d614f056eb2905460714c6c38ccb4ca69cdeaeb8852cf29de8,Yes,手术记录,东肝,治疗与操作,放置腹腔引流管标志,ADT_IND,实体标签,,,标识术中是否放置腹腔引流管,Abdominal Drainage Tube Placement Indicator,,,,,【脱敏更新】东肝实践-肝癌-手术记录
333,LI0000162,f57b13812fcdebff83416fa49df48b39bc20a167efc3f2ea4113536b214a5ce6,Yes,手术记录,东肝,治疗与操作,癌栓处理方式,CT_MANAGE,属性标签,血管癌栓标志,,描述对癌栓的处理方法（未处理，切除，吸除）,Cancer Thrombus Management Method,,,,,【脱敏更新】东肝实践-肝癌-手术记录
334,LI0000163,329bedd8c5a55427d1cfb5d38f8abea17734e329a1e68a774c5be77b490904bb,Yes,"入院记录,检查",东肝,治疗与操作,多期增强扫描分期,MES_STAGE,实体标签,,,通过多次增强CT或MRI扫描得出的癌症分期。,Multi-phase Enhanced Scanning Stage,,,,,【更新】东肝实践-肝癌-检查
335,LI0000163,329bedd8c5a55427d1cfb5d38f8abea17734e329a1e68a774c5be77b490904bb,Yes,"入院记录,检查",东肝,治疗与操作,多期增强扫描分期,MES_STAGE,实体标签,,,通过多次增强CT或MRI扫描得出的癌症分期。,Multi-phase Enhanced Scanning Stage,,,,,【脱敏更新】东肝实践-肝癌-入院记录
336,LI0000164,0924ea340e1290a86721fa1c21c3784539d0e6e98ea71b54bbba2c89e617765a,Yes,日常病程,东肝,治疗与操作,操作名称,OP_NAME,实体标签,,,对患者实施的具体治疗或操作的名称，如PMCT、TAE等,Operation Name,,,,,【脱敏更新】东肝实践-肝癌-日常病程
338,LI0000165,1497f87ff4d6e3ce7e2c72f801fd01c8cc5d19281db9628f601f05e53f269d2b,Yes,手术记录,"东肝,九院",检查与检测,出血标志,BLEED_IND,实体标签,,出血量:BLEED_VOLUME,表示是否有出血事件发生的标志。,Bleeding Indicator,,,,,【脱敏更新】东肝实践-肝癌-手术记录
341,LI0000166,febd8c41743e1b9d9093753545d267ad9ef4984e307430b2cce9c7a3e9d6e84e,Yes,手术记录,"东肝,九院",检查与检测,出血量,BLEED_VOLUME,属性标签,出血标志,,描述出血的量，通常需要指定单位（如毫升）。,Volume of Bleeding,,,,,【脱敏更新】东肝实践-肝癌-手术记录
343,LI0000167,2227f30a74fcb2ca57de75c58ee536904c99e6ace1627f7581d1438f6f9e4c3e,Yes,"日常病程,手术记录",东肝,检查与检测,输血标志,TRANSFUSION_IND,实体标签,,输血类型:TRANSFUSION_TYPE;输血量:TRANSFUSION_VOL,标识是否进行过输血。,Blood Transfusion Indicator,,,,,【脱敏更新】东肝实践-肝癌-日常病程
344,LI0000167,2227f30a74fcb2ca57de75c58ee536904c99e6ace1627f7581d1438f6f9e4c3e,Yes,"日常病程,手术记录",东肝,检查与检测,输血标志,TRANSFUSION_IND,实体标签,,输血类型:TRANSFUSION_TYPE;输血量:TRANSFUSION_VOL,标识是否进行过输血。,Blood Transfusion Indicator,,,,,【脱敏更新】东肝实践-肝癌-手术记录
345,LI0000168,b3041fac1bfc91bad31dd29428e7e044c3a45579fa4a7403b5bddeaa46b39862,Yes,"日常病程,手术记录",东肝,检查与检测,输血类型,TRANSFUSION_TYPE,属性标签,输血标志,,可能包括全血、红细胞、血小板等不同类型。,Type of Blood Transfusion,,,,,【脱敏更新】东肝实践-肝癌-日常病程
346,LI0000168,b3041fac1bfc91bad31dd29428e7e044c3a45579fa4a7403b5bddeaa46b39862,Yes,"日常病程,手术记录",东肝,检查与检测,输血类型,TRANSFUSION_TYPE,属性标签,输血标志,,可能包括全血、红细胞、血小板等不同类型。,Type of Blood Transfusion,,,,,【脱敏更新】东肝实践-肝癌-手术记录
347,LI0000169,637663a9a118d78dec3c16b5ca65fc17f721b20cc9dfb109669a005549ca4807,Yes,"日常病程,手术记录",东肝,检查与检测,输血量,TRANSFUSION_VOL,属性标签,输血标志,,记录输血的总量。,Volume of Blood Transfusion,,,,,【脱敏更新】东肝实践-肝癌-日常病程
348,LI0000169,637663a9a118d78dec3c16b5ca65fc17f721b20cc9dfb109669a005549ca4807,Yes,"日常病程,手术记录",东肝,检查与检测,输血量,TRANSFUSION_VOL,属性标签,输血标志,,记录输血的总量。,Volume of Blood Transfusion,,,,,【脱敏更新】东肝实践-肝癌-手术记录
363,LI0000182,3158f9f932924ff76336ea68b8b74229aff64a19a1ad77bcae3ae7eef1294d1e,Yes,日常病程,东肝,治疗与操作,检查方式,EXAM_METHOD,属性标签,静脉曲张标志,,指医生或医疗技术人员为获取患者生理、病理或解剖信息，所采用的具体技术、仪器或操作方法,Examination Method,,,,,【脱敏更新】东肝实践-肝癌-日常病程
367,LI0000184,1dffe1041c9bfa447b95348ec0eaa6fbba1a300a6ba33e37b29476be98fa8484,Yes,入院记录,东肝,健康问题与诊断,复发时间,TTR,属性标签,复发,,指患者在接受根治性治疗（如手术、放化疗）后，疾病重新出现的时间间隔。通常从治疗结束或手术之日算起，到影像学、病理或临床检查确认复发为止。,Time to Recurrence,,,,,【脱敏更新】东肝实践-肝癌-入院记录
368,LI0000185,c47e76c14e39851b5a23edea24d8c3bc87b969965564d69a87d2e4149bc70ed4,Yes,入院记录,东肝,治疗与操作,降糖治疗,GC,属性标签,疾病名称,,指通过药物（如胰岛素、口服降糖药）、饮食管理、运动和血糖监测等手段，将糖尿病或高血糖患者的血糖水平维持在目标范围内，以预防急性并发症（如酮症酸中毒）和慢性并发症（如视网膜病变、肾病、神经病变）的综合治疗措施。,Glycemic Control,,,,,【脱敏更新】东肝实践-肝癌-入院记录
373,LI0000195,8757d8789744a3d86ba3ea64ab58dbaf5bde8b3a86a39358223f7ea7c6e0df75,Yes,"日常病程,物理检查,现病史,手术记录,检查,病理检查","东肝,九院,胸科",解剖与病理信息,主要病变,PRIMARY_LESION,实体标签,,病变大小:LESION_SIZE;病变数量:LESION_COUNT;卫星结节:SAT_NODULES;是否多灶性生长:MULTIFOCAL_GROWTH;包膜是否完整:CAPSULE_INTEGRITY;是否浸润性生长:INVASIVE_GROWTH;卫星灶情况:SAT_LESION_STATUS;病变部位:LESION_LOC,描述探查中发现的主要病变,Primary Lesion,解剖学部位、主要病灶、病灶类型,,,,【更新】东肝实践-肝癌-病理诊断
374,LI0000195,8757d8789744a3d86ba3ea64ab58dbaf5bde8b3a86a39358223f7ea7c6e0df75,Yes,"日常病程,物理检查,现病史,手术记录,检查,病理检查","东肝,九院,胸科",解剖与病理信息,主要病变,PRIMARY_LESION,实体标签,,病变数量:LESION_COUNT;病变大小:LESION_SIZE;肝段:ANAT_LIV_SEG;肝叶:LIV_LOBE,描述探查中发现的主要病变,Primary Lesion,解剖学部位、主要病灶、病灶类型,,,,【更新】东肝实践-肝癌-检查
376,LI0000195,8757d8789744a3d86ba3ea64ab58dbaf5bde8b3a86a39358223f7ea7c6e0df75,Yes,"日常病程,物理检查,现病史,手术记录,检查,病理检查","东肝,九院,胸科",解剖与病理信息,主要病变,PRIMARY_LESION,实体标签,,病变数量:LESION_COUNT,描述探查中发现的主要病变,Primary Lesion,解剖学部位、主要病灶、病灶类型,,,,【脱敏更新】东肝实践-肝癌-日常病程
377,LI0000195,8757d8789744a3d86ba3ea64ab58dbaf5bde8b3a86a39358223f7ea7c6e0df75,Yes,"日常病程,物理检查,现病史,手术记录,检查,病理检查","东肝,九院,胸科",解剖与病理信息,主要病变,PRIMARY_LESION,实体标签,,病变数量:LESION_COUNT;病变大小:LESION_SIZE;肝段:ANAT_LIV_SEG;肝叶:LIV_LOBE,描述探查中发现的主要病变,Primary Lesion,解剖学部位、主要病灶、病灶类型,,,,【脱敏更新】东肝实践-肝癌-手术记录
384,LI0000197,27180ecfdfed38063c8d4a09c631fc459229bba77d1ec6db50240afd9fb1ef23,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,药品名称,DRUG_NAME,实体标签,,治疗开始时间:TREAT_START_TIME;治疗停止时间:TREAT_END_TIME,用于识别一种特定药物的正式或通用名称。,Drug Name,,,,,【脱敏更新】东肝实践-肝癌-入院记录
385,LI0000197,27180ecfdfed38063c8d4a09c631fc459229bba77d1ec6db50240afd9fb1ef23,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,药品名称,DRUG_NAME,实体标签,,,用于识别一种特定药物的正式或通用名称。,Drug Name,,,,,【脱敏更新】东肝实践-肝癌-手术记录
388,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,实体标签,,,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,【脱敏更新】东肝实践-肝癌-入院记录
389,LI0000198,e9eb3878669948eb04314343e2941faecbac522b715447bbf0b562c313eea660,Yes,"日常病程,入院记录",东肝,健康问题与诊断,并发症,COMP,实体标签,,并发症治疗方式:COMP_TREATMENT,患者所出现的并发症名称和症状，如伤口感染、脓肿、出血、肠梗阻等,Complications,,,,,【脱敏更新】东肝实践-肝癌-日常病程
396,LI0000199,e93433f4f1883ad249ea2aceb83a46f960a713314ecfae55a4e784a0aab64cd8,Yes,"物理检查,诊断,入院记录,现病史,既往史,手术记录","东肝,九院,胸科",健康问题与诊断,疾病名称,DIS_NAME,实体标签,,发病时间:ONSET_TIME;发病次数:FREQ_OCCUR;治疗持续时间:TREAT_DURATION;疾病阶段:DIS_STAGE;降糖治疗:GC,诊断出的具体疾病名，这里主要关注肝癌及其相关病症。,Disease Name,"既往黏膜病史, 高血压, 冠心病, 糖尿病, 血液系统疾病, 其他肿瘤史, 术前诊断为肝内胆管癌",,,,【脱敏更新】东肝实践-肝癌-入院记录
397,LI0000199,e93433f4f1883ad249ea2aceb83a46f960a713314ecfae55a4e784a0aab64cd8,Yes,"物理检查,诊断,入院记录,现病史,既往史,手术记录","东肝,九院,胸科",健康问题与诊断,疾病名称,DIS_NAME,实体标签,,,诊断出的具体疾病名，这里主要关注肝癌及其相关病症。,Disease Name,"既往黏膜病史, 高血压, 冠心病, 糖尿病, 血液系统疾病, 其他肿瘤史, 术前诊断为肝内胆管癌",,,,【脱敏更新】东肝实践-肝癌-手术记录
400,LI0000205,498c621a5a324c6d7108fdc699043f81876fdd6b907c7d358d559c90a0f0afce,Yes,手术记录,"东肝,九院",健康问题与诊断,转移部位,MET_SITES,属性标签,转移标志,,描述转移的具体部位，如膈肌，肝周韧带，大网膜，肾上腺，脾脏，或广泛转移,Metastasis Sites,,,,,【脱敏更新】东肝实践-肝癌-手术记录
402,LI0000207,3cd57af25dd7e140ce74a6c30589a42d80700839ec50475ced140066fd533738,Yes,"物理检查,病理,现病史,手术记录","东肝,九院,胸科",健康问题与诊断,转移标志,MET_IND,实体标签,,转移部位:MET_SITES,标识肿瘤是否存在转移,Metastasis Indicator,,,,,【脱敏更新】东肝实践-肝癌-手术记录
411,LI0000208,e70dca850e0c5e72237a95d06794f08326ed54f5c03b6e98587c216cb8faca9e,Yes,"物理检查,病理,现病史,手术记录","东肝,九院,胸科",健康问题与诊断,侵犯标志,INV_IND,实体标签,,侵犯部位/类型:INV_SITES,标识肿瘤是否侵犯周围组织或器官,Invasion Indicator,,,,,【脱敏更新】东肝实践-肝癌-手术记录
